"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=dinosauria"
"Access Time","Thu 2023-03-02 21:53:56 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","dinosauria"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.491"
"Records Found","2668"
"Records Returned","2668"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"61826","spm","N","","0","","PVSJ 53","","","right","ulna","","1","table","","","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","13757"
"61827","spm","N","","0","","PVSJ 407","","","","humerus","","1","table","","","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","13757"
"61828","spm","N","","0","","PVSJ 407","","","","ulna","","1","table","","","Herrerasaurus ischigualastensis","species","55000","","Herrerasaurus ischigualastensis","species","55000","","","13757"
"61848","spm","N","","0","","UCMZ(VP)1980.1","","","","scapula","","1","table","","AP width at midshaft","Struthiomimus altus","species","57266","","Struthiomimus altus","species","57268","","","41290"
"61849","spm","N","","0","","UCMZ(VP)1980.1","","","","coracoid","","1","table","","AP width, point not stated","Struthiomimus altus","species","57266","","Struthiomimus altus","species","57268","","","41290"
"61850","spm","N","","0","","UCMZ(VP)1980.1","","","","humerus","","1","table","","AP width at midshaft","Struthiomimus altus","species","57266","","Struthiomimus altus","species","57268","","","41290"
"61851","spm","N","","0","","UCMZ(VP)1980.1","","","","ulna","","1","table","","AP width at midshaft","Struthiomimus altus","species","57266","","Struthiomimus altus","species","57268","","","41290"
"61852","spm","N","","0","","UCMZ(VP)1980.1","","","","radius","","1","table","","","Struthiomimus altus","species","57266","","Struthiomimus altus","species","57268","","","41290"
"61853","spm","","829104","0","91404","LH PV18","holotype","","","skull","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61854","spm","","829104","0","91404","LH PV18","holotype","","","scapula","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61855","spm","","829104","0","91404","LH PV18","holotype","","","coracoid","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61856","spm","","829104","0","91404","LH PV18","holotype","","","humerus","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61857","spm","","829104","0","91404","LH PV18","holotype","","","radius","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61858","spm","","829104","0","91404","LH PV18","holotype","","","ulna","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61859","spm","","829104","0","91404","LH PV18","holotype","","","femur","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61860","spm","","829104","0","91404","LH PV18","holotype","","","tibia","","1","table","","","Raptorex kriegsteini","species","154175","","Raptorex kriegsteini","species","154175","129.4","66","30768"
"61867","spm","N","","0","","FMNH PR2081","","","","skull","","1","table","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","41291"
"61868","spm","N","","0","","FMNH PR2081","","","both","scapulacoracoid","","1","table","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","41291"
"61869","spm","N","","0","","FMNH PR2081","","","right","humerus","","1","table","","midshaft width","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","41291"
"61870","spm","N","","0","","FMNH PR2081","","","right","radius","","1","table","","midshaft width","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","41291"
"61871","spm","N","","0","","FMNH PR2081","","","right","ulna","","1","table","","","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","41291"
"61872","spm","N","","0","","FMNH PR2081","","","left","tibia","","1","table","","length without tarsus and mediolateral midshaft width","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","41291"
"61873","spm","N","","0","","FMNH PR2081","","","both","fibula","","1","table","","AP midshaft width","Tyrannosaurus rex","species","54833","","Tyrannosaurus rex","species","54833","","","41291"
"61876","spm","N","","0","","NMC 1173","holotype","","","scapula","","1","table","","excludes coracoid","Monoclonius dawsoni","species","63909","subjective synonym of","Centrosaurus apertus","species","63911","","","25127"
"61883","spm","","408087","0","28366","UNSM 4734","","","right","coracoid","","1","table","","length and ""greatest depth""","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","155.7","145","13460"
"61884","spm","","408087","0","28366","UNSM 4734","","","right","radius","","1","table","","width is least diameter of shaft","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","155.7","145","13460"
"61885","spm","","408087","0","28366","UNSM 4734","","","right","ulna","","1","table","","width is least diameter of shaft","Allosaurus fragilis","species","52962","","Allosaurus fragilis","species","52962","155.7","145","13460"
"68847","spm","","139340","0","11931","AMNH 5895","holotype","","","skull","","1","","","maximum width between posterorbital horns","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68848","spm","","139340","0","11931","AMNH 5895","holotype","","","scapulacoracoid","","1","","","maximum anteroposterior width of the proximal end","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68849","spm","","139340","0","11931","AMNH 5214 ","","","","skull","","1","","","maximum width between posterorbital horns","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68850","spm","","139340","0","11931","AMNH 5214 ","","","left","humerus","","1","","","maximum anteroposterior width of the proximal end","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68851","spm","","139340","0","11931","AMNH 5214 ","","","left","femur","","1","","","widht = midshaft","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68852","spm","","139340","0","11931","AMNH 5214 ","","","right","fibula","","1","","","maximum anteroposterior width of the proximal end","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68853","spm","","139340","0","11931","AMNH 5214 ","","","right","humerus","","1","","","maximum anteroposterior width of the proximal end","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68854","spm","","139340","0","11931","NMC 8880 ","","","","skull","","1","","","maximum width between posterorbital horns","Ankylosaurus magniventris","species","52793","","Ankylosaurus magniventris","species","52793","70.6","66","7748"
"68855","spm","","565104","35040","59023","AMNH 5404","","","","humerus","","1","","","width = maximum anteroposterior width in midshaft","Scolosaurus cutleri","species","66259","","Scolosaurus cutleri","species","66259","83.5","70.6","25056"
"68856","spm","","565104","35040","59023","AMNH 5404","","","","radius","","1","","","width = maximum anteroposterior width in midshaft","Scolosaurus cutleri","species","66259","","Scolosaurus cutleri","species","66259","83.5","70.6","25056"
"68857","spm","","565104","35040","59023","AMNH 5404","","","","ulna","","1","","","width = maximum anteroposterior width in midshaft","Scolosaurus cutleri","species","66259","","Scolosaurus cutleri","species","66259","83.5","70.6","25056"
"68858","spm","","565104","35040","59023","AMNH 5404","","","","femur","","1","","","width = maximum anteroposterior width in midshaft","Scolosaurus cutleri","species","66259","","Scolosaurus cutleri","species","66259","83.5","70.6","25056"
"68859","spm","","565104","35040","59023","AMNH 5404","","","","tibia","","1","","","width = maximum anteroposterior width in midshaft","Scolosaurus cutleri","species","66259","","Scolosaurus cutleri","species","66259","83.5","70.6","25056"
"68860","spm","","565104","35040","59023","AMNH 5404","","","","fibula","","1","","","width = maximum anteroposterior width in midshaft","Scolosaurus cutleri","species","66259","","Scolosaurus cutleri","species","66259","83.5","70.6","25056"
"68861","spm","","154974","0","13776","GI SPS 100/151 ","holotype","","","skull","","1","","","","Ankylosauridae","family","38831","","Ankylosauridae","family","38831","83.5","70.6","25056"
"68862","spm","","154974","0","13776","GI SPS 100/151 ","holotype","","","scapula","","1","","","","Ankylosauridae","family","38831","","Ankylosauridae","family","38831","83.5","70.6","25056"
"68863","spm","","154974","0","13776","GI SPS 100/151 ","holotype","","","coracoid","","1","","","","Ankylosauridae","family","38831","","Ankylosauridae","family","38831","83.5","70.6","25056"
"68864","spm","","154974","0","13776","GI SPS 100/151 ","holotype","","","humerus","","1","","","width = maximum anteroposterior width in midshaft","Ankylosauridae","family","38831","","Ankylosauridae","family","38831","83.5","70.6","25056"
"68865","spm","","154974","0","13776","GI SPS 100/151 ","holotype","","","radius","","1","","","width = maximum anteroposterior width in midshaft","Ankylosauridae","family","38831","","Ankylosauridae","family","38831","83.5","70.6","25056"
"68866","spm","","154974","0","13776","GI SPS 100/151 ","holotype","","","ulna","","1","","","width = maximum anteroposterior width in midshaft","Ankylosauridae","family","38831","","Ankylosauridae","family","38831","83.5","70.6","25056"
"68867","spm","","520881","0","53229","PIN 614 ","","","","scapula","","1","","","","Syrmosaurus viminocaudus","species","67565","subjective synonym of","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68868","spm","","520881","0","53229","PIN 614 ","","","","coracoid","","1","","","","Syrmosaurus viminocaudus","species","67565","subjective synonym of","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68869","spm","","520881","0","53229","PIN 614 ","","","","humerus","","1","","","width = maximum anteroposterior width in midshaft","Syrmosaurus viminocaudus","species","67565","subjective synonym of","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68870","spm","","520881","0","53229","PIN 614 ","","","","radius","","1","","","width = maximum anteroposterior width in midshaft","Syrmosaurus viminocaudus","species","67565","subjective synonym of","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68871","spm","","520881","0","53229","PIN 614 ","","","","ulna","","1","","","width = maximum anteroposterior width in midshaft","Syrmosaurus viminocaudus","species","67565","subjective synonym of","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68872","spm","","387375","13386","37013","ZPAL MgD-II/1 ","","","","juvenile skull","","1","","","","Pinacosaurus grangeri","species","52911","","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68873","spm","","387375","13386","37013","ZPAL MgD-II/1 ","","","","juvenile scapula","","1","","","","Pinacosaurus grangeri","species","52911","","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68874","spm","","387375","13386","37013","ZPAL MgD-II/1 ","","","","juvenile coracoid","","1","","","","Pinacosaurus grangeri","species","52911","","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68875","spm","","387375","13386","37013","ZPAL MgD-II/1 ","","","","juvenile humerus","","1","","","width = maximum anteroposterior width in midshaft","Pinacosaurus grangeri","species","52911","","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68876","spm","","387375","13386","37013","ZPAL MgD-II/1 ","","","","juvenile radius","","1","","","width = maximum anteroposterior width in midshaft","Pinacosaurus grangeri","species","52911","","Pinacosaurus grangeri","species","52911","83.5","70.6","25056"
"68877","spm","","499640","30814","50693","AMNH 3036","","","","scapula","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68878","spm","","499640","30814","50693","AMNH 3036","","","","coracoid","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
